0.435	0.384	0    	0    	0.432	0.424	0.406	0.375	0.333	0.269	0.284	0.326	0.348	0.367	0.378	0.387	0.394	0.408	0    	0    	0    	0    	0.335	0.287	0.323	0.362	0.391	0    	0    	0    	0.442	0.449	0.449	0.448	0.449	0.454
0.414	0.366	0    	0    	0.419	0.416	0.385	0.333	0.282	0.229	0.248	0.280	0.300	0.322	0.336	0.343	0.352	0.371	0    	0    	0    	0    	0.325	0.247	0.271	0.316	0.352	0    	0    	0    	0.434	0.438	0.439	0.440	0.442	0.443
0.378	0.342	0    	0    	0.415	0.403	0.359	0.288	0.226	0.198	0.209	0.229	0.242	0.260	0.268	0.269	0.284	0.308	0.273	0    	0    	0    	0.326	0.217	0.233	0.273	0.317	0    	0    	0    	0.426	0.421	0.422	0.422	0.421	0.415
0.340	0.327	0    	0    	0    	0.391	0.332	0.249	0.186	0.163	0.173	0.180	0.187	0.198	0.198	0.204	0.223	0.251	0.256	0    	0    	0    	0.326	0.204	0.224	0.260	0.311	0    	0    	0.415	0.416	0.402	0.398	0.392	0.383	0.373
0.317	0.313	0    	0    	0    	0.384	0.310	0.226	0.168	0.148	0.148	0.148	0.151	0.160	0.170	0.185	0.204	0.226	0.275	0    	0    	0.371	0.323	0.205	0.235	0.266	0.321	0.364	0    	0.403	0.401	0.379	0.369	0.356	0.349	0.342
0.315	0.305	0    	0    	0    	0.376	0.306	0.238	0.195	0.167	0.151	0.150	0.155	0.168	0.187	0.203	0.217	0.228	0.280	0    	0    	0.359	0.304	0.242	0.259	0.272	0.309	0.349	0    	0.386	0.381	0.354	0.340	0.337	0.340	0.336
0.322	0.302	0.312	0    	0    	0.370	0.319	0.283	0.258	0.218	0.199	0.199	0.205	0.215	0.231	0.242	0.246	0.242	0.274	0    	0    	0.349	0.312	0.296	0.293	0.289	0.297	0.332	0    	0.372	0.361	0.340	0.334	0.339	0.341	0.337
0.322	0.311	0.301	0.283	0    	0.358	0.332	0.317	0.297	0.267	0.260	0.262	0.265	0.269	0.273	0.277	0.274	0.260	0.252	0    	0.314	0.332	0.321	0.314	0.307	0.299	0.294	0.308	0.323	0.355	0.348	0.343	0.339	0.337	0.333	0.329
0.306	0.305	0.299	0.289	0.310	0.336	0.327	0.316	0.304	0.297	0.296	0.294	0.294	0.292	0.290	0.289	0.284	0.271	0.251	0    	0.298	0.303	0.300	0.297	0.294	0.290	0.286	0.288	0.301	0.325	0.326	0.322	0.322	0.318	0.312	0.308
0.278	0.282	0.283	0.283	0.289	0.306	0.307	0.304	0.299	0.296	0.294	0.291	0.288	0.285	0.283	0.279	0.275	0.268	0.252	0    	0.268	0.267	0.265	0.264	0.264	0.264	0.263	0.264	0.270	0.280	0.283	0.277	0.285	0.282	0.280	0.277
0.243	0.247	0.252	0.256	0.260	0.268	0.273	0.272	0.266	0.263	0.263	0.262	0.260	0.258	0.256	0.253	0.252	0.250	0.245	0    	0.240	0.235	0.231	0.229	0.227	0.229	0.230	0.230	0.233	0.233	0.236	0.234	0.246	0.243	0.241	0.240
0.199	0.202	0.207	0.210	0.214	0.218	0.220	0.219	0.216	0.219	0.221	0.221	0.220	0.218	0.216	0.216	0.210	0.214	0.225	0.223	0.218	0.209	0.201	0.195	0.193	0.192	0.193	0.186	0.187	0.187	0.189	0.189	0.198	0.198	0.197	0.198
0.168	0.169	0.172	0.171	0.175	0.178	0.180	0.180	0.178	0.176	0.174	0.173	0.171	0.170	0.170	0.171	0.174	0.173	0.175	0.178	0.178	0.174	0.170	0.166	0.163	0.161	0.161	0.156	0.157	0.158	0.158	0.159	0.162	0.163	0.162	0.168
0    	0.143	0.143	0.142	0.141	0.145	0.147	0.147	0.147	0.146	0.145	0.144	0.144	0.143	0.143	0.143	0.144	0.144	0.144	0.145	0.145	0.143	0.140	0.138	0.133	0.134	0.133	0.133	0.133	0.131	0.134	0.136	0.136	0.138	0.140	0    
0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    	0    
